0,11,
1,11,
2,11,
3,11,
4,11,
5,11,
6,11,
7,11,
8,11,
9,11,
10,11,
11,12,
12,11,
13,15,
14,14,
15,18,
16,18,
17,27,
18,29,
19,58,
20,139,
21,137,
22,149,
23,196,
24,248,
25,311,
26,354,
27,334,
28,391,
29,500,
